text,published,source,sentiment
KEJATUHAN BARU DIMULAI,2025-12-20T08:46:15Z,Youtube,Neutral
"MantappPulau777,2hari gua menang tross😭",2025-12-20T03:26:43Z,Youtube,Neutral
Malam ini aku bersyukur banget ketemuPULAU 7 7 7.,2025-12-20T03:26:46Z,Youtube,Neutral
Emang GAmpangMenang MainDiPuLau 777....,2025-12-20T03:26:16Z,Youtube,Neutral
pulau777 Selalu 😂😂😂 bahagiaaaa,2025-12-20T03:27:49Z,Youtube,Neutral
"🌴 Keseruan nyata, sensasi beda – di🄿🅄🄻🄰🅄777!",2025-12-20T03:25:40Z,Youtube,Neutral
Semoga timnas qt bisa bangkit dan lebih baik lagi ke depannya dengan adanya pelatih baru🎉,2025-12-19T00:04:23Z,Youtube,Positive
Indonesia butuh pelatih yang bukan hanya pintar takktik tapi pintar ambil alih ruang ganti dan punya kedisiplinan tinggi,2025-12-18T11:02:04Z,Youtube,Neutral
Siapapun pelatihnya kita dukung dan kasih kesempatan untuk melatih timnas Indonesia 👍🇮🇩,2025-12-19T23:42:40Z,Youtube,Positive
"Habis korea selatan..belanda lalu ke Inggris.. 
 Yak kita do'a kan yg terbaik untuk timnas kita..",2025-12-18T08:04:39Z,Youtube,Neutral
"Betul bung semua butuh proses kalau kita ingin sukses,",2025-12-21T08:03:56Z,Youtube,Positive
Mulai dari 0 GPP yang penting Mateng pas kualifikasi,2025-12-18T09:50:04Z,Youtube,Positive
sehat dan sukses selalu bung binder .. terimakasih semangat terus untuk memberikan informasi baru terupdate,2025-12-18T11:07:09Z,Youtube,Neutral
Intinya kita harus memberikan support penuh kepada Ketum PSSI dan jajaran nya.... Membangun kembali reruntuhan prestasi Timnas Indonesia....,2025-12-18T09:11:08Z,Youtube,Positive
harapan kita semua semoga timnas bisa masuk pildun pada thn 2030!,2025-12-20T13:43:27Z,Youtube,Positive
"Di luar dugaan semua pihak.. Siapa pun pelatih nya, yg penting bawa perubahan ke timnas, punya efek pengaruh yg besar jg di ruang ganti, dan tidak mudah di intervensi..",2025-12-18T07:48:20Z,Youtube,Neutral
Sudah sty membangun timnas indonesia karna dia tau pola permainan asia .. pemain eropa bisa gampang di pelajari yg penting pondasi yg kuat . Jepang itu pondasi kuat mental pisik yg kuat pola cepat bermain politik posisi cara cepat dan otak menset tihnik itu sejalan,2025-12-20T14:19:35Z,Youtube,Neutral
"Aku Juga Abiss Menang main DiPulau777, Bang",2025-12-20T03:26:43Z,Youtube,Neutral
Wah ngeri jg ya mainGamess diPU L AU 7 7 7klo Kya gtu.,2025-12-20T03:28:25Z,Youtube,Neutral
"MantappPulau777,2hari gua menang gedeee tross😭",2025-12-20T03:26:06Z,Youtube,Neutral
kacau emg kalo main diPULAU777😂😂😂😂 gassss brader,2025-12-20T03:27:20Z,Youtube,Neutral
"Rezeki ngalir terus, makasih PULAU777atas hasil luar biasa ini ❤",2025-12-20T03:26:39Z,Youtube,Neutral
"🌟 Main santai, vibes positif – cuma diⓅⓤⓛⓐⓊ777!",2025-12-20T03:25:38Z,Youtube,Neutral
PU L AU 7 7 7lagi-lagi kasih bukti kalau keberuntungan itu nyata.,2025-12-20T03:27:06Z,Youtube,Neutral
"🔥 Gaya, seru, dan modern – itu🅿︎U︎L︎A︎U︎777!",2025-12-20T03:24:43Z,Youtube,Neutral
"maen diPU L AU 7 7 7 ah, takut kena petir juga duhhh😂😂",2025-12-20T03:28:22Z,Youtube,Neutral
"Mimin nya paham bola, isi konten nya juga bagus tentang bola tanpa menjatuhkan pihak lain, gak tau kenapa akhir"" ini banyak Chanel YouTube dadakan konten nya tentang bola tapi isi nya kebencian, nasi udah jadi bubur pun masih digoreng"".",2025-12-21T11:22:31Z,Youtube,Neutral
Tiada gading yang tidak retak....,2025-12-21T10:16:18Z,Youtube,Neutral
Semoga super liga Indonesia makin bagus fisik pasing cepat seperti plimerliga inggris,2025-12-21T09:47:05Z,Youtube,Neutral
Mirip Ragnick,2025-12-21T09:21:10Z,Youtube,Neutral
"bagus...profesional 👍
 kalo mau spt itu bagus n hrs dimasukkan klausul kontrak.",2025-12-21T08:43:43Z,Youtube,Positive
Semoga gacor pelatih baru,2025-12-21T08:27:31Z,Youtube,Positive
Baru andai y bg..,2025-12-21T10:08:04Z,Youtube,Neutral
Semoga beneran ini Pelatih...,2025-12-21T08:28:02Z,Youtube,Neutral
Zulkifli syukur perlu di kasih kesempatan dia bagus,2025-12-21T10:18:19Z,Youtube,Neutral
Semoga masuknya pelatih baru ini bisa memajukan sepakbola timnas dan liga indonesia di kelompok usia dini sampai senior dan semoga tdk ada campurtangan mafia di PSSI yg selama ini jadi benalu di sepakbola indonesia yg membuat tujuan baik pelatih menjadi kacau...,2025-12-21T08:55:52Z,Youtube,Neutral
Kalau Jhon herdman yg melatih Indonesia..mari kita taruhan seriuss..soalnya orang ini yg akan membawa Indonesia di panggung piala dunia,2025-12-20T13:06:17Z,Youtube,Positive
"Blunder pecat STY & diganti Kluivert jd borok plg menyedihkan ET ...
 
 Klo pilih Giovani & tolak John Herdman maka akan jd dosa besar ET buat sepakbola Indonesia krn pilih nama besar drpd kualitas yg nyata...",2025-12-20T16:06:39Z,Youtube,Negative
👍👍👍👍 mantap ketegasan pssi mencari pelatih baru yang benar benar serius membawa timnas kita lebih berperektasi,2025-12-20T05:49:29Z,Youtube,Neutral
"Yg terhormat Bpk ketum erik tohir siapapun yg jadi pelatih timnas senior gak perlu mikir jauh"" Utk mcari asistennya dan managernya saya usul di indonesia gak banyak pelatih hebat dan mental juara.. Yaitu indra xavi, Bima Sakti, fahri husaeni, Mar ali, dan satu managernya yg paling hebat towel mar towel"" 😂😂😂",2025-12-20T01:51:46Z,Youtube,Neutral
Andai John Herdman sampai gak jadi melatih timnas maka ber-siap-2lah akan terjadi demo besar-2an😂,2025-12-20T01:37:39Z,Youtube,Negative
"Jangan cuma scroll, cobain 𝗣𝗨𝗟𝗔𝗨𝟳𝟳𝟳",2025-12-20T09:05:00Z,Youtube,Neutral
Anak kreatif pasti klik banget sama 𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕→,2025-12-20T09:04:44Z,Youtube,Neutral
"@𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨ Ikut rame-rame, biar makin berasa vibesnya.",2025-12-20T08:55:41Z,Youtube,Neutral
"@𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨ Bikin momen spesial, hasilnya lebih dari biasa.",2025-12-20T08:55:30Z,Youtube,Neutral
"Langsung rasain bedanya, bikin nagih. @𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨",2025-12-20T08:55:10Z,Youtube,Neutral
Pssi setengah hati utk kemajuan sepak bola. Aneh karena gk maju maju. Adanya erick tohir harapan besar eeeee ternyata sama aja... Condong kuat politik selalu masuk. Dr sinilah sulit berkembang sepak bola indonesia,2025-12-21T11:31:46Z,Youtube,Neutral
Semoga pelatih Timnas Indonesia yang baru bisa membawa sepak bola Indonesia lebih baik lg,2025-12-18T07:40:24Z,Youtube,Neutral
"Ok bung binder,terus kasih info ya,semoga bung sehat dan banyak rejeki.kediri hadir...",2025-12-18T10:49:00Z,Youtube,Neutral
"Team Nas Canada mirip mirip Indonesia banyak naturalisasinya juga,mudah mudahan beliau jadi melatih team Nas Indonesia....",2025-12-18T08:19:37Z,Youtube,Neutral
"Yess smg Timnas Garuda Indonesia Bisa bangkit 🇮🇩🇮🇩🇮🇩🇮🇩, tq infonya bung sehat sllu 💪",2025-12-18T11:30:13Z,Youtube,Positive
"Nanti di fifa nation series bukan waktunya cari point tapi itu wktunya peltih baru emng mempelajari cara main timnas supaya nnti di piala asia timns udh siappp jadi kalau kalh di series mnrut gue GPP tapi pelan2 jelas ,pelan2 ketemu racikan,formula nya dan di piala asia kita bikin gebrakan lagi kaya tahun2 kmrin , kita bisa naik hampir ke puncak ... persetan lah ranking turun . 2026 mulai bangkittt .",2025-12-18T07:52:43Z,Youtube,Positive
"Moga2 mendapatkan hasil yg terbaik,,, aaaamiiin",2025-12-18T21:08:53Z,Youtube,Positive
Slm sehat sll bung binder...❤,2025-12-18T07:40:06Z,Youtube,Neutral
Mari kita bersatu dan beri dukungan penuh ke pelatih..jangan menghujat dulu..,2025-12-18T23:50:55Z,Youtube,Positive
Mantapp Bung Ropan dan Bung Binder penggemar John Herdman mantapp,2025-12-18T08:20:47Z,Youtube,Positive
"Ini baru kerja sama yang menguntungkan,jangan seperti yang sebelumnya",2025-12-21T11:26:54Z,Youtube,Positive
tolong bantu doanya ya bang dan kawan kawan semua untuk kesembuhan bapak agar pulih sehat walafiat karena sekarang kondisi masih kontrol dari rs dan agar punya pedoman agama dan menjadi pribadi baik,2025-12-21T10:02:31Z,Youtube,Neutral
Apakah nunggu malam natal .... Lagi😂❤,2025-12-21T11:27:11Z,Youtube,Neutral
semoga makin sukses selalu buat timnas Indonesia yang kita cintai,2025-12-21T11:07:01Z,Youtube,Positive
"Kalo di lihat dr perjalanan/cv kepelatihannya cocok untuk timnas Garuda, semoga sesuai harapan sy dan fans lainnya",2025-12-21T09:13:31Z,Youtube,Positive
"Siapa pun pelatihnya, yg penting di THN 2026- dst ada perkembangan yg sangat signifikan, baik dr segi prospek jangka panjang dan jangka pendek...
 Hasil dr Jangka pendek, penting, seperti Juara FiFa Series, juara AFF, Juara Piala Asia, dll..utk Kejuaraan Asia, dan Dunia minimal masuk 16 Besar, sedangkan kejuaraan Asia Tenggara, wajib juara., gak ada lagi istilah menggunakan Tim A atau TIm B dlm mengikuti suatu Kejuaraan..harus Fight dlm mengikuti kompetisi.
 Jangka Panjang nya: Membenahi Kompetisi dlm negeri, mulai Kompetisi Junior- Senior....kemudian jadwalnya harus fleksibel, tdk boleh bertabrakan dgn jadwal Timnas Indonesia..tdk ada lagi istilah Klub2 Indonesia ataupun luar negeri yg menghalangi pemain utk memperkuat Timnas Indonesia..
 Kemudian Pembinaan Pelatih, dan Wasit yg berkesinambungan.
 Dan masih banyak lagi..",2025-12-21T11:27:30Z,Youtube,Neutral
"Menarik nih dibedah terbuka. Kalau isi kontrak memang jelas target, kewenangan, dan durasi, publik jadi bisa nilai objektif: ini keputusan profesional atau spekulatif. Tinggal nanti pembuktiannya di lapangan. Sepak bola tetap soal hasil. ⚽",2025-12-21T10:16:57Z,Youtube,Neutral
bahas strategi melatih joma bung,2025-12-21T11:09:57Z,Youtube,Neutral
coach seto kyanya bagus tuh buat jd asisten pelatih,2025-12-21T09:00:18Z,Youtube,Neutral
"Gw harap assitennya tetap bisa sertakan Nova krn beliau rendah hati mau belajar sekaligus yg bs kasi masukan timnas krn JH sama2 suka main 3 bek + 1-2 pelatih lokal muda utk belajar, jadi 2 orang pelatih muda ini bs kembangin U15 dan U17 😅",2025-12-21T11:17:17Z,Youtube,Positive
"Rezeki ngalir terus, makasih PULAU777atas hasil luar biasa ini ❤",2025-12-20T03:27:15Z,Youtube,Positive
"@𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨ Bikin momen spesial, hasilnya lebih dari biasa.",2025-12-20T08:56:57Z,Youtube,Positive
"Langsung rasain bedanya, bikin nagih. @𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨",2025-12-20T08:56:24Z,Youtube,Positive
"@𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨ Ikut rame-rame, biar makin berasa vibesnya.",2025-12-20T08:57:17Z,Youtube,Neutral
"@𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨ Ikut rame-rame, biar makin berasa vibesnya.",2025-12-20T08:59:51Z,Youtube,Neutral
"Langsung rasain bedanya, bikin nagih. @𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨",2025-12-20T09:01:25Z,Youtube,Positive
"@𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨ Ikut rame-rame, biar makin berasa vibesnya.",2025-12-20T09:02:23Z,Youtube,Neutral
"Langsung rasain bedanya, bikin nagih. @𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨",2025-12-20T09:03:08Z,Youtube,Positive
"@𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨ Ikut rame-rame, biar makin berasa vibesnya.",2025-12-20T09:03:54Z,Youtube,Neutral
"Absen dulu, darimana aja yang nonton video ini?",2025-12-21T08:27:21Z,Youtube,Neutral
kurniawan DWY bs nich si kurus sang legend timnas👏,2025-12-21T10:11:54Z,Youtube,Neutral
Moga aja assitenya nangkap kek nova arianto😂,2025-12-21T08:46:05Z,Youtube,Neutral
Kalau tipe pelatih seperti fahri husaini biasanya nggak mau jadi asisten karena merasa sudah paling jago 😂,2025-12-21T11:15:56Z,Youtube,Neutral
"KOK GK ADA TARGET PIALA?
 
 TARGET PIALA TARKAM LAGI??",2025-12-21T11:19:47Z,Youtube,Negative
Yang di hawatirkan mafia di indonesia,2025-12-21T08:47:20Z,Youtube,Neutral
Raportnya tidak lebih bagus dari sty,2025-12-21T09:21:23Z,Youtube,Negative
"Pelatih lokal udah pada pinter GK mau jadi asisten,,,Kya Fahri di suruh jdi asistenya Luis Mila GK mau,,,",2025-12-21T09:55:20Z,Youtube,Neutral
Ilmu dan praktek tapi kalau gonta ganti pelatih ya wallahu a'lam gonta ganti kedisiplinan tambah bingung dan semakin terpuruk piala Dunia di depan mata hilang tak berbekas,2025-12-21T08:55:40Z,Youtube,Negative
"Buat staf pelatih lokal yang lama wajib di bersihkan, cari orang baru, yang belum pernah di timnas, buat belajar dan yidak ada bawa bawa yang lama",2025-12-21T10:08:08Z,Youtube,Neutral
"Kyknya Bau"" Aroma Klupret part 2 😂",2025-12-21T08:45:03Z,Youtube,Negative
Apa iya🤔,2025-12-21T09:38:19Z,Youtube,Neutral
Awas pk jilid2,2025-12-21T10:56:40Z,Youtube,Negative
"Bahas juga kekurangan nya dia,yang ahli motipator tapi taktik agak kurang,biar seimbang",2025-12-21T08:55:48Z,Youtube,Negative
"NOVA, yang lain bisa melatih tapi untuk starteginya kurang update dan sudah usang, serta ada ego di pelatih lain, tidak sadar bahwa knowledge kurang",2025-12-21T11:38:10Z,Youtube,Neutral
"Kalau tidak salah ingat dulu ada pelatih lokal yg ditawari untuk mendampingi pelatih utama, tapi menolak karena gengsi dan egonya.",2025-12-21T10:06:51Z,Youtube,Neutral
Saya berpendapat yang berhasil menyerap ilmu dan menerapkan ilmunya dilapangan dari coach (STY) hanya Nova Arianto sebagai asistennya. Maka harus ada asisten pelatih timnas senior dari Indonesia lebaih dari seorang agar semakin banyak pelatih Indonesia yang megupgrade ilmu dan praktek dilapangan. Coach Nove bisa jadu dilanjutkan menjadi asisten pelatih JH atau GVB tetapi haruis ada pelatih lokal lainnya.,2025-12-21T10:30:52Z,Youtube,Neutral
Cari saja pelatih yg mau tinggal di Indonesia bukan yg pptiket pesawat biayanya melebihi kontrak melatih,2025-12-21T10:02:58Z,Youtube,Neutral
"Sya berharap kepada Kurniawan Dwi yulianto bung tom,tuk menjadi asisten pelatih baru timnas",2025-12-21T11:29:08Z,Youtube,Neutral
"Kurniawan belum pernah dapat kesempatan, yg pernah menimba ilmu di Como bareng Cesc Fabregas",2025-12-21T10:57:39Z,Youtube,Neutral
Jhon herdman kalau jadi pelatih timnas Indonesia akan menjadi pelatih kedua asal inggris setelah Peter withe..,2025-12-21T08:41:54Z,Youtube,Neutral
Coach indra cocok utk mencari bakat pemain muda. Setelah masuk struktural di federasi sudah jarang turun ke desa desa.,2025-12-21T10:17:36Z,Youtube,Neutral
"Cari asisten pelatih lokal yg jago passing spt Firman Utina krn slma ini urusan passing blm beres n liat sj timnas asuhan IS msh byk passing yg ngawur baik akurasi, timing n kpd siapa bola hrs dipassing smua msh amburadul.😂😂😂",2025-12-21T11:31:00Z,Youtube,Negative
Lagu lagunya...gak beda jauh Ama PK dari segi kontroversi,2025-12-21T08:28:18Z,Youtube,Neutral
"Siapapun pelatihnya sepak bola Indonesia takkan pernah melangkah jauh dikancah International, selama . . .",2025-12-21T09:38:38Z,Youtube,Negative
"Bahaya,Ngeri pssi tambah ancur klo pelatih dr inggris,krn inggris dan malaydesh hubungannya sangat dekat.",2025-12-21T10:11:01Z,Youtube,Negative
"Widodo C Putro
 
 Robby Darwis
 
 Kurniawan
 
 Bima Sakti
 
 Zulkifli Syukur
 
 Nova Arianto
 
 Timo Scheunemann
 
 Rocky Poetiray
 
 Nil Maizar
 
 Mereka semua memiliki kesempatan menjadi asisten pelatih
 
 Berpulang kepada PSSI",2025-12-21T11:02:07Z,Youtube,Neutral
"Yang paming pnetimg itu mau tinggal di indo, jangan mau disetir sama federasi yg bisa ngerugiin timnas, harus kuat pendirian..jangan sampai bolakbalik indo kl.cuman ada turnamen",2025-12-21T09:49:15Z,Youtube,Neutral
"Jangan terlalu hebat, jangan lebih terkenal dibanding ET jhon. Bahaya",2025-12-21T10:41:01Z,Youtube,Negative
Ndk byk ekspetasi dlu bang .selama PSSI sendiri tutup mata &telinga .msih nyesek harapan bgsa dibunuh secara terang benderang dengan alasan yg GK jelas..skrg antara pengurus aja udh pecah GK kruan..masalah komunikasi tuh yg di PSSI,2025-12-21T10:06:20Z,Youtube,Negative
PSSI kebanyakan drama....persis kayak sinetron 'BUSUK' di tv,2025-12-21T09:48:13Z,Youtube,Negative
yang punyaPulau777 tegang gua menang gedee🥴🔥kocak banget dah,2025-12-20T03:26:06Z,Youtube,Neutral
Hehehe wkwkwk Kena petirPU L AU 7 7 7 beneran😂😁🤭,2025-12-20T03:28:21Z,Youtube,Neutral
Erick Thohir Pembohong Besar..!!,2025-12-20T06:48:29Z,Youtube,Negative
𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕→ tuh tempatnya gaya dan hasil nyatu,2025-12-20T09:05:02Z,Youtube,Neutral
Ego Erik kosongkan gbk,2025-12-20T09:42:41Z,Youtube,Negative
"@𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕✨ tuh bukan sekadar tempat, tapi gerakan",2025-12-20T09:04:36Z,Youtube,Neutral
"pelatih Jhon herdman dari inggris di bandinkan sm si tayong 
 kualitas pelatih jauh masing lebih bagus si tayong.",2025-12-20T14:17:27Z,Youtube,Negative
"Lo yang gabut, cocok banget sama 𝐏 𝐔 𝐋 𝐀 𝐔 𝟕 𝟕 𝟕→",2025-12-20T09:04:36Z,Youtube,Neutral
"Yang tak masuk akal itu jelas Timnas yg terlalu ego, kayak keledai melakukan kesalahan berulang ulang keliatan hati2 tapi sebenarnya hanya drama ketum agar tidak diketahui kelicikanya merasa paling benar lagi padahal gagal dan gagal as mbuh",2025-12-20T04:43:31Z,Youtube,Negative
Lo bisa dapet banyak hal dari 𝗣𝗨𝗟𝗔𝗨𝟳𝟳𝟳,2025-12-20T09:05:01Z,Youtube,Neutral
"Di kelompok umur Dari tingkat sekolah/tarkam,,,yang punya duit yang main,,,saya sendiri perna merasakan sampai gue bikin tim sendiri sampai patungan perorangan buat daftar dan pendanaan,,,
 Dulu sampai saya namain tim akhatsuki terinspirasi dari anime naruto,,,
 Intinya kalau pengen maju benahin dulu dari SSB nya jangan anak orang kaya doang yg bisa jadi pemain inti,,,padahal anak yang kurang mampu banyak yang lebih baik dan lebih mengikuti intuksi pelatih karena takut,,,
 Terakhir saya SMk itu 8 pemain inti yang membawa sampai semi final gak di ikutin kita di coret dari tim,,,bayangin depresinya lagi bagus2nya permainan di hancurkan sama yg punya kuasa,,,untungnya mereka kalah jadi sedikit menghibur kita,,,",2025-12-21T09:09:25Z,Youtube,Neutral
Asalkan bima sakti jgn dimasukin bos,2025-12-21T10:23:55Z,Youtube,Neutral
"Coach Yusuf Prasetyo,Firman Utina, Ahmad bustomi cocok sih utk asisten pelatih timnas senior & U23.. Timnas U-17 & U-16 belum ada pelatih definitif.. Next semoga dibentuk timnas U-14 apalagi kalo sampe U12.. 😁🙏",2025-12-21T10:36:04Z,Youtube,Neutral
Indra saprii asistennyaaa😅😅😅😅😅😅,2025-12-21T08:57:20Z,Youtube,Neutral
"Kurniawan DY,,itu bagus bisa di dorong jadi pelatih selanjutnya next NOVA",2025-12-21T09:36:30Z,Youtube,Neutral
Smg menuju Piala Asia 2027 PSSI dijauhkan dari politikus busuk yg slalu bikin intrik dan pundit toxic yg slalu bikin polemik,2025-12-21T09:56:17Z,Youtube,Neutral
"Menurut data yg di olah berdasarkan angka kelahiran dan karakter personal , Coach JH ini punya karakter yg kuat ( target oriented ) dan terkadang eksplosif dalam berekpresi ini mempengaruhi gaya melatih dan komunikasi..dan mungkin hal ini belum siap diterima di kultur sepakbola Indonesia ,hal ini bisa berakibat pada berkurang atau bahkan hilangnya dukungan dari pemain , Federasi atau pihak pihak yg dulu nya mendukung ...dibawah kolom komentar ini ada data yg saya paparkan silahkan kalau mau di baca paling tidak sebagai pengetahuan ❤",2025-12-21T10:45:19Z,Youtube,Neutral
"Point nya pelatih yg baru ini harus dipilih oleh suara Bulat dari federasi bukan hanya sebagian Exco tetapi juga ketum karena tanpa dukungan pihak pihak yg punya kontribusi besar di federasi punya relasi baik dengan FIFA , AFC ,pemerintah ,pihak swasta dan stake holder dan satu lagi adalah Financial yg besar maka kerja tim pelatih yg baru ini tidak akan optimal JADI PSSI HARUS SATU SUARA bukan setengah setengah Krn kasihan pemain ,tim pelatih dan official mereka tidak bisa bekerja maksimal . Dan yg mengumumkan sebaiknya KETUM PSSI bukan yg lain , apa yg terjadi di timnas seagames harus jadi pelajaran .Dan ingat selain CV lihat karakter pribadinya apa bisa menerima kondisi sepakbola Indonesia dengan infrastruktur yg belum sempurna dengan segala drama dan politik nya serta kemampuan finansial yg terbatas . Ingat coach JH ini terbiasa melatih tim yg federasi sepakbola nya , infrastruktur nya dan pembinaan sudah mapan ...tinggal dibenahi tetapi di sepakbola asia tenggara terutama Indonesia JAUH dari itu ..jangan sampai kaget dan stres akhirnya emosional berdampak negatif bagi federasi dan timnas itu sendiri .",2025-12-21T11:14:35Z,Youtube,Neutral
"Joni Hardiman, saya gak yakin. Maksud saya timnas akan terpuruk. Yg berpengalaman menggebleng U19 hingga U23 adalah STY. Lihat saja nanti.",2025-12-21T11:39:15Z,Youtube,Negative
"Menurut gw ini adalah upgrade dari kluivert dalam segala aspek, intinya dengan rekam jejak, sangat cocok ni pelatih buat next event yaitu piala asia",2025-12-21T09:29:46Z,Youtube,Positive
Ikut happy tenang denger cv ny❤,2025-12-20T05:32:39Z,Youtube,Positive
